Timestamp,Odometer,Gear(dashboard),RPM,Fuel_level,Avg_fuel_consumption,Velocity,Acceleration_x,Acceleration_y,Acceleration_z,Coordinate(location)_x,Coordinate(location)_y,Coordinate(location)_z,Rotation_angle_x,Rotation_angle_y,Rotation_angle_z,Steering_wheel_x,Accelerator,Brake,Clutch,Winker(left),Winker(right),
20200518_160125_2760872894,132898.4844,0,1270.253906,279.2984924,0.314570874,112.2450562,-0.001233623,0.027635479,-0.178088367,-28648.87109,5.543636322,-1991.349121,0.602948427,0.00554987,8.00E-05,0.001739528,0.535156786, 0.00.0,0,0,0, 
20200518_160125_2760889560,132898.5156,0,1270.544678,279.2767334,0.314570934,112.2695694,0.085232422,0.015033245,-0.157820061,-28647.93164,5.617602825,-1990.106445,0.602980733,0.005752537,8.45E-05,0.000793469,0.535156786, 0.00.0,0,0,0, 
20200518_160125_2760939558,132898.5313,0,1270.636963,279.2694702,0.314570963,112.2771835,0.098079778,0.002907567,-0.151834562,-28647.61914,5.642652988,-1989.692139,0.60296613,0.00581693,9.70E-05,0.000213626,0.535156786, 0.00.0,0,0,0, 
20200518_160125_2760956224,132898.5625,0,1270.862061,279.2477112,0.314571023,112.2973251,0.117962129,-0.041662697,-0.13340883,-28646.67969,5.718827724,-1988.448486,0.602940142,0.005993149,0.000145104,-0.001327535,0.535156786, 0.00.0,0,0,0, 
20200518_160125_2760989556,132898.5625,0,1270.998291,279.2404785,0.314571053,112.303627,0.117987268,-0.059835568,-0.127778113,-28646.36719,5.744514465,-1988.034058,0.60294193,0.006045476,0.00015607,-0.002670329,0.535156786, 0.00.0,0,0,0, 
20200518_160125_2761022888,132898.5781,0,1271.129639,279.2259216,0.314571083,112.3151093,0.245601356,-0.093108095,-0.116779901,-28645.74219,5.796249866,-1987.204468,0.602860272,0.006139847,0.000187906,-0.00468452,0.535156786, 0.00.0,0,0,0, 
20200518_160125_2761072886,132898.6094,0,1271.246582,279.2113647,0.314571112,112.3256836,0.313104212,-0.097589523,-0.106456921,-28645.11719,5.848443985,-1986.373779,0.602651715,0.006213916,0.000238753,-0.006301976,0.535156786, 0.00.0,0,0,0, 
20200518_160125_2761089552,132898.6406,0,1271.421021,279.1895447,0.314571172,112.3409195,0.45112434,-0.053940903,-0.095069595,-28644.18555,5.927592754,-1985.124878,0.602192044,0.006296827,0.000336387,-0.008316167,0.535156786, 0.00.0,0,0,0, 
20200518_160125_2761122884,132898.6406,0,1271.39624,279.182312,0.314571202,112.345787,0.478586465,-0.038780276,-0.091498896,-28643.875,5.954171181,-1984.707764,0.602026105,0.006317925,0.000365908,-0.009018082,0.531250477, 0.00.0,0,0,0, 
20200518_160125_2761156216,132898.6719,0,1271.439697,279.1678467,0.314571232,112.3544388,0.529730678,-0.015739176,-0.084689386,-28643.25781,6.007507801,-1983.872314,0.601689994,0.006352379,0.000406434,-0.009323263,0.531250477, 0.00.0,0,0,0, 
20200518_160125_2761189548,132898.6875,0,1271.376221,279.1534729,0.314571291,112.3622665,0.389847606,0.001299075,-0.078600883,-28642.64063,6.060986519,-1983.035645,0.601359189,0.006379017,0.000400477,-0.009445335,0.523437858, 0.00.0,0,0,0, 
20200518_160125_2761222880,132898.7031,0,1271.265991,279.1392212,0.314571321,112.3696365,0.236223325,-0.005642761,-0.073267728,-28642.02734,6.114528179,-1982.197998,0.60103482,0.006400039,0.000344166,-0.009262227,0.519531548, 0.00.0,0,0,0, 
20200518_160125_2761239546,132898.7188,0,1271.257813,279.125061,0.314571381,112.3769455,0.10276106,-0.022412244,-0.068071909,-28641.41406,6.168142796,-1981.358887,0.600719035,0.006412219,0.000270931,-0.0090486,0.519531548, 0.00.0,0,0,0, 
20200518_160125_2761289544,132898.7344,0,1271.282837,279.117981,0.314571381,112.3804855,0.031011019,-0.037136015,-0.06595467,-28641.10742,6.194945812,-1980.938965,0.600563705,0.006416697,0.000237311,-0.0090486,0.519531548, 0.00.0,0,0,0, 
20200518_160125_2761306210,132898.7656,0,1271.150024,279.0969238,0.31457144,112.3899918,-0.05883782,-0.085368894,-0.059271056,-28640.19141,6.275164127,-1979.677124,0.600100636,0.006421174,0.000181493,-0.0090486,0.511718929, 0.00.0,0,0,0, 
20200518_160125_2761339542,132898.7813,0,1271.092407,279.0899963,0.31457147,112.3932877,-0.050156012,-0.091779448,-0.057977822,-28639.88867,6.301825523,-1979.255859,0.599945247,0.006418177,0.000182442,-0.009079118,0.507812619, 0.00.0,0,0,0, 
20200518_160125_2761372874,132898.7969,0,1271.09314,279.0761108,0.31457153,112.3998489,-0.015153976,-0.082177833,-0.056398477,-28639.28125,6.35504055,-1978.412354,0.599629283,0.006399014,0.000203957,-0.009292744,0.507812619, 0.00.0,0,0,0, 
20200518_160125_2761406206,132898.8125,0,1270.946411,279.0624084,0.31457153,112.4063797,0.014811611,-0.064177155,-0.054773349,-28638.67578,6.408094406,-1977.567627,0.599303365,0.006359285,0.000243762,-0.009445335,0.5, 0.00.0,0,0,0, 
20200518_160125_2761439538,132898.8281,0,1270.960083,279.0487671,0.314571589,112.412674,0.034160096,-0.033758614,-0.053663228,-28638.07031,6.460918427,-1976.721558,0.598969281,0.006302936,0.000291953,-0.009628443,0.5, 0.00.0,0,0,0, 
20200518_160125_2761456204,132898.8594,0,1271.019043,279.0351257,0.314571619,112.4188156,0.051650189,0.008510578,-0.053205445,-28637.46875,6.513411999,-1975.874146,0.598627567,0.006234482,0.000337943,-0.009872587,0.5, 0.00.0,0,0,0, 
20200518_160126_2761489536,132898.8594,0,1271.053223,279.0282898,0.314571649,112.4218445,0.055780061,0.028965566,-0.053102445,-28637.16992,6.539502144,-1975.449951,0.598453403,0.006197144,0.000356043,-0.010025177,0.5, 0.00.0,0,0,0, 
20200518_160126_2761522868,132898.875,0,1271.120728,279.0146484,0.314571679,112.4278641,0.060767874,0.041794017,-0.052255549,-28636.57031,6.591296673,-1974.600342,0.598097384,0.00611966,0.000376951,-0.010269322,0.5, 0.00.0,0,0,0, 
20200518_160126_2761556200,132898.9063,0,1271.192383,279.0010071,0.314571738,112.4339066,0.058459025,0.013389538,-0.051362872,-28635.97266,6.642474174,-1973.749268,0.597731471,0.006041605,0.000375698,-0.010696574,0.5, 0.00.0,0,0,0, 
20200518_160126_2761572866,132898.9219,0,1271.268433,278.9873657,0.314571768,112.4401398,0.072307602,-0.043909743,-0.051019538,-28635.37695,6.692934513,-1972.896851,0.597352564,0.005962945,0.000358661,-0.011276417,0.5, 0.00.0,0,0,0, 
20200518_160126_2761606198,132898.9375,0,1271.312744,278.9805298,0.314571798,112.443428,0.083793856,-0.070335746,-0.051271319,-28635.08008,6.717885017,-1972.469971,0.597156107,0.005920521,0.000349402,-0.011673152,0.5, 0.00.0,0,0,0, 
20200518_160126_2761639530,132898.9531,0,1271.39502,278.9668884,0.314571828,112.450676,0.099225938,-0.115267046,-0.053113893,-28634.48828,6.767205715,-1971.61499,0.596745551,0.005823761,0.000338018,-0.011886778,0.5, 0.00.0,0,0,0, 
