Timestamp,Velocity,accel_X,accel_Y,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1
20200717_170238_2984113964,43,-0.117761,0.016197,-0.994133,8,28.96772623,0,0,0,1
20200717_170238_2984163962,43,-0.170067,0.019029,-0.997486,9,28.96772623,0,0,0,1
20200717_170238_2984180628,44,-0.21073,0.02249,-1.001967,11,28.96772623,0,0,0,1
20200717_170238_2984213960,44,-0.238364,0.022401,-1.003071,12,28.96772623,0,0,0,1
20200717_170238_2984230626,44,-0.27472,0.019769,-1.007371,13,28.96772623,0,0,0,1
20200717_170238_2984280624,44,-0.272638,0.014771,-1.006218,13,28.96772623,0,0,0,1
20200717_170238_2984297290,44,-0.290727,0.000729,-1.00778,17,28.96772623,0,0,0,1
20200717_170238_2984347288,44,-0.29617,0.000249,-1.008702,16,28.96772623,0,0,0,1
20200717_170238_2984363974,44,-0.294614,-0.001968,-1.011723,18,28.96772623,0,0,0,1
20200717_170238_2984397286,44,-0.301671,-0.001038,-1.01241,18,28.96772623,0,0,0,1
20200717_170238_2984413972,44,-0.3246,0.007448,-1.014126,20,28.96772623,0,0,0,1
20200717_170238_2984447284,47,-0.33739,0.010978,-1.017002,21,28.96772623,0,0,0,1
20200717_170238_2984480616,47,-0.329079,0.020768,-1.017102,22,28.96772623,0,0,0,1
20200717_170238_2984730614,47,-0.309472,0.023743,-1.019299,22,28.96772623,0,0,0,1
20200717_170238_2984747280,47,-0.262146,0.018101,-1.022269,23,28.96772623,0,0,0,1
20200717_170238_2984763946,47,-0.247277,0.014307,-1.023001,24,28.96772623,0,0,0,1
20200717_170238_2984797278,47,-0.223818,0.011722,-1.024048,24,28.96772623,0,0,0,1
20200717_170238_2984630610,47,-0.202162,0.007761,-1.02717,26,28.96772623,0,0,0,1
20200717_170238_2984663942,47,-0.278377,0.00771,-1.023679,28,28.96772623,0,0,0,1
20200717_170239_2984697274,47,-0.32779,0.016681,-1.022463,30,28.96772623,0,0,0,1
20200717_170239_2984730606,46,-0.39002,0.028729,-1.021416,32,28.96772623,0,0,0,1
20200717_170239_2984763938,46,-0.488349,0.036791,-1.018103,34,28.96772623,0,0,0,1
20200717_170239_2984797270,46,-0.774174,0.039647,-1.017001,37,28.96772623,0,0,0,1
20200717_170239_2984813936,46,-0.778617,0.029214,-1.012876,40,28.96772623,0,0,0,1
20200717_170239_2984847268,46,-0.79426,0.019174,-1.009468,43,28.96772623,0,0,0,1
20200717_170239_2984863934,46,-0.721677,0.009971,-0.999099,46,28.96772623,0,0,0,1
20200717_170239_2984913932,46,-0.787078,0.008607,-0.993726,47,28.96772623,0,0,0,1
20200717_170239_2984930798,46,-0.906813,0.002617,-0.979769,74,28.96772623,0,0,0,1
20200717_170239_2984980796,46,-0.94704,0.003314,-0.977192,76,28.96772623,0,0,0,1
20200717_170239_2984997262,47,-1.047838,0.006264,-0.96282,62,28.96772623,0,0,0,1
20200717_170239_2987047260,47,-1.038647,0.006701,-0.96076,64,28.96772623,0,0,0,1
20200717_170239_2987063926,47,-1.028684,-0.004733,-0.972287,71,28.96772623,0,0,0,1
20200717_170239_2987113924,47,-1.011274,-0.007868,-0.970477,73,28.96772623,0,0,0,1
20200717_170239_2987130790,47,-0.97121,-0.012167,-0.944806,79,28.96772623,0,0,0,1
20200717_170239_2987163922,47,-0.931032,-0.009868,-0.943479,84,28.96772623,0,0,0,1
20200717_170239_2987180788,47,-0.902871,-0.002783,-0.937619,87,28.96772623,0,0,0,1
20200717_170239_2987230786,47,-0.881771,0.002907,-0.937742,89,28.96772623,0,0,0,1
20200717_170239_2987247272,47,-0.8024,0.017789,-0.932412,93,28.96772623,0,0,0,1
20200717_170239_2987297270,47,-0.774714,0.021334,-0.931487,94,28.96772623,0,0,0,1
20200717_170239_2987330782,48,-0.66867,0.027638,-0.931767,97,28.96772623,0,0,0,1
20200717_170239_2987363914,48,-0.77477,0.020706,-0.937279,99,28.96772623,0,0,0,1
20200717_170239_2987397246,48,-0.494103,0.011318,-0.942884,100,28.96772623,0,0,0,1
20200717_170239_2987430778,48,-0.426248,0.004066,-0.94836,101,28.96772623,0,0,0,1
